path,example_value,MIO=keep in EcoTaxa,Lotty=keep in EcoTaxa,CEFAS=keep in EcoTaxa,SYKE=keep in EcoTaxa,LOG =keep in EcoTaxa,explanation,Comments
instrument.measurementSettings.CytoSettings.CytoSettings.iif.ExposureTime,0,TRUE,TRUE,TRUE,TRUE,FALSE,exposure time,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.framerate,50,TRUE,TRUE,TRUE,TRUE,FALSE,framerate ,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CamPowerThroughUSB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Technical setting for older cameras.,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.BitDepth,0,FALSE,FALSE,FALSE,FALSE,FALSE,"Not used, all images used 8Bit greyscale.",
instrument.measurementSettings.CytoSettings.CytoSettings.iif.BigParticleThreshold,1000,FALSE,FALSE,FALSE,FALSE,FALSE,"Minimum size in samples to be a big partical, 1000 samples is approx 500 micrometer.",
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Camera.BootLoadVersion,,FALSE,FALSE,FALSE,FALSE,FALSE,Firmware information on the camera,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Camera.CameraName,PixeLINK PL-D722MU-BL,TRUE,TRUE,TRUE,TRUE,FALSE,camera name,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Camera.Description,PixeLINK PL-D722MU-BL - Mono,TRUE,TRUE,TRUE,TRUE,FALSE,camera description,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Camera.FirmwareVersion,20.00.10.00,TRUE,TRUE,TRUE,TRUE,FALSE,Camera.FirmwareVersion,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Camera.FpgaVersion,F0.20.00.09,TRUE,TRUE,TRUE,TRUE,FALSE,FpgaVersion,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Camera.LensDescription,,FALSE,FALSE,FALSE,TRUE,FALSE,Camera lens description,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Camera.ModelName,D3011,TRUE,TRUE,TRUE,TRUE,FALSE,Camera model name,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Camera.SerialNumber,722002275,TRUE,TRUE,?,TRUE,FALSE,Camera serial number,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Camera.VendorName,PixeLINK,TRUE,TRUE,FALSE,TRUE,FALSE,Vendor name,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Camera.XmlVersion,,FALSE,FALSE,FALSE,FALSE,FALSE,"Some setting the camera reports, I also do not know what it means.",
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.SensorWidth,1920,FALSE,FALSE,FALSE,FALSE,FALSE,CameraFeatures.SensorWidth,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.SensorHeight,1200,FALSE,FALSE,FALSE,FALSE,FALSE,CameraFeatures.SensorHeight,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.BrightnessSupported,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BrightnessSupported,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.BrightnessMin,0,FALSE,FALSE,FALSE,FALSE,FALSE,BrightnessMin,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.BrightnessMax,0,FALSE,FALSE,FALSE,FALSE,FALSE,BrightnessMax,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.AvailableGainFactors1,0,FALSE,FALSE,FALSE,FALSE,FALSE,The total number of Gain settings the camera supports.,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.RoiRanges.LeftMin,0,FALSE,FALSE,FALSE,FALSE,FALSE,RoiRanges.LeftMin,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.RoiRanges.LeftMax,1888,FALSE,FALSE,FALSE,FALSE,FALSE,RoiRanges.LeftMax,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.RoiRanges.TopMin,0,FALSE,FALSE,FALSE,FALSE,FALSE,RoiRanges.TopMin,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.RoiRanges.TopMax,1192,FALSE,FALSE,FALSE,FALSE,FALSE,RoiRanges.TopMax,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.RoiRanges.WidthMin,32,FALSE,FALSE,FALSE,FALSE,FALSE,RoiRanges.WidthMin,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.RoiRanges.WidthMax,1920,FALSE,FALSE,FALSE,FALSE,FALSE,RoiRanges.WidthMax,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.RoiRanges.HeightMin,8,FALSE,FALSE,FALSE,FALSE,FALSE,RoiRanges.HeightMin,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.RoiRanges.HeightMax,1200,FALSE,FALSE,FALSE,FALSE,FALSE,RoiRanges.HeightMax,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.PixelPitch,"4,8",FALSE,FALSE,FALSE,FALSE,FALSE,PixelPitch,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.FlashDelay_mus,0,FALSE,FALSE,FALSE,FALSE,FALSE,Flash delay (in µs),
instrument.measurementSettings.CytoSettings.CytoSettings.iif.dBGain,"1,14",FALSE,TRUE,FALSE,FALSE,FALSE,Camera gain settings used.,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.opticalMagnification,16,TRUE,TRUE,TRUE,TRUE,FALSE,optical magnification,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.FlashDurationCount,8,FALSE,TRUE,FALSE,FALSE,FALSE,"Duration of the flash, in steps of approx. nano seconds.",
instrument.measurementSettings.CytoSettings.CytoSettings.iif.TargetPosition,"0, 0",FALSE,FALSE,FALSE,FALSE,FALSE,"Location in the image where the particle is expected to be, usually the center",
instrument.measurementSettings.CytoSettings.CytoSettings.iif.FactoryTargetPosition,"0, 0",FALSE,FALSE,FALSE,FALSE,FALSE,"Location in the image where the particle is expected to be, usually the center",
instrument.measurementSettings.CytoSettings.CytoSettings.iif.ImageScaleMuPerPixelP,"0,3",TRUE,TRUE,TRUE,TRUE,FALSE,Micron per pixel,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.EnableOverrideMuPerPixel,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Not used in CytoUsb.,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.AllwaysTakeLargerParticlePictures,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"This is also in the protocol settings, this one is not used I think. It instructs the hardware to take a picture if the particle is larger then approx. 500 micron. (Serial >= 85)",
instrument.measurementSettings.CytoSettings.CytoSettings.iif.DspCompileDate,2001-01-01 00:00:00,FALSE,FALSE,FALSE,FALSE,FALSE,"Instruments before CS-2017-85 have a seperate Digital Signal Processor for imaging, these settings are for this extra DSP board.",
instrument.measurementSettings.CytoSettings.CytoSettings.DSPRecognizeString,Prolific USB-to-Serial Comm Port (COM,FALSE,FALSE,FALSE,FALSE,FALSE,"Instruments before CS-2017-85 have a seperate Digital Signal Processor for imaging, these settings are for this extra DSP board.",
instrument.measurementSettings.CytoSettings.CytoSettings.DSPRS232FTDICode,,FALSE,FALSE,FALSE,FALSE,FALSE,"Instruments before CS-2017-85 have a seperate Digital Signal Processor for imaging, these settings are for this extra DSP board.",
instrument.measurementSettings.CytoSettings.CytoSettings.DSPUseFTDICodeForRecognition,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Instruments before CS-2017-85 have a seperate Digital Signal Processor for imaging, these settings are for this extra DSP board.",
instrument.measurementSettings.CytoSettings.CytoSettings.Vref_V,"2,5",FALSE,FALSE,FALSE,FALSE,FALSE,Unused,
instrument.measurementSettings.CytoSettings.CytoSettings.Vref_byte,0,FALSE,FALSE,FALSE,FALSE,FALSE,Unused,
instrument.measurementSettings.CytoSettings.CytoSettings.TabSettingsFilePath,,FALSE,FALSE,FALSE,FALSE,FALSE,File path for storing datafiles.,
instrument.measurementSettings.CytoSettings.CytoSettings.MaximumBuoyLifeTime,-1,FALSE,FALSE,FALSE,FALSE,FALSE,Unused,
instrument.measurementSettings.CytoSettings.CytoSettings.BuoyLifeTime,0,FALSE,FALSE,FALSE,FALSE,FALSE,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableLoggin,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Unused,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableExternalLogging,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unused,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableClearLogBeforeMeasurement,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Unused,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableHardwareConcentration,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Flag to use a specific bit of old electronics for hardware concentration, NOT used anymore.",
instrument.measurementSettings.CytoSettings.CytoSettings.EnableAutoDeviceDetect,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Not used,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableVoice,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,enable voice ,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableAutoPowerSave,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,enable power saving mode,
instrument.measurementSettings.CytoSettings.CytoSettings.PowerSaveLeaveBlowerOn,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,power save leave blower on,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableAutoShutdownScheduleMode,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,EnableAutoShutdownScheduleMode,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableBackFlushScheduleMode,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EnableBackFlushScheduleMode,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableStopPumps,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,EnableStopPumps,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableCompressIIFImages,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,EnableCompressIIFImages,I do not understand exactly what will be the impact
instrument.measurementSettings.CytoSettings.CytoSettings.EnableSaveUnmatchedIIFFoto,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,EnableSaveUnmatchedIIFFoto (unmatched with pulse shapes),I do not understand exactly what will be the impact
instrument.measurementSettings.CytoSettings.CytoSettings.EnableExternalTrigger,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hardware options to enable,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableGVModule,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hardware options to enable,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableIIFCamera,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,IIfF camera enabled (redundant?),
instrument.measurementSettings.CytoSettings.CytoSettings.EnableWaterDetectionAlert,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hardware options to enable,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableSubmode,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hardware options to enable,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableShallowSubMode,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hardware options to enable,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableSeperateUSBProgram,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hardware options to enable,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableWarmingUp,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hardware options to enable,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableDepthTrigger,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hardware options to enable,
instrument.measurementSettings.CytoSettings.CytoSettings.DisableResetDSP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hardware options to enable,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableExternalPump,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hardware options to enable,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableExternalPinchValve,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hardware options to enable,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableContinuMode,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hardware options to enable,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalSheathMode,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,external sheath mode,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableCameraBackgroundCalibration,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,EnableCameraBackgroundCalibration,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableDetectorNoiseLevelDetection,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableMultiSampler,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hardware options to enable,
instrument.measurementSettings.CytoSettings.CytoSettings.OffsetInternalTemperature,0,FALSE,FALSE,FALSE,FALSE,FALSE,offset settings - temperature,
instrument.measurementSettings.CytoSettings.CytoSettings.OffsetInternalVoltage,0,FALSE,FALSE,FALSE,FALSE,FALSE,offset settings - voltage,
instrument.measurementSettings.CytoSettings.CytoSettings.OffsetPressure,0,FALSE,FALSE,FALSE,FALSE,FALSE,offset settings - pressure,
instrument.measurementSettings.CytoSettings.CytoSettings.HWCIntervalText,6000,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.RealTimeDataViewTimerIntervalText,500,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.SeperateConcentrationText,1,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.AutoPowerSafeTime,300,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CheckIfEverythingIsOkTimerTextBox,3,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.LaserWarmingUpTime,120,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.FlushTime,50,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.TriggerDepth,0,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.MaxTimeOut,0,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.FlushATime,10,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.FlushBTime,0,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CleaningFromSource1,30,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CleaningFromSource2,180,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CleaningFromSource3,420,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.FillingLoopTime,15,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.SampleToInjectorTime,45,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.PressurizingTime,9,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.hasGPS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.enableGPS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.baudGPS,9600,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.comPortGPS,6,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.GpsSource,1,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.GpsUdpPortNumber,8500,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.GpsWarnAge,00:02:00,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.GpsErrorAge,00:05:00,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.MinimumSampleChamberRefreshInterval,00:00:00,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalPumpTime,120,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalPumpTime_OverlapWithNormalFlush,0,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.hasDualLaserDistance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.hasSoftwareSubstractsLaserChannels,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.type,8,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.Visible,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.name,Bypass PinchValve,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.location,"321, 10",FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.type,0,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.Visible,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.name,Not used,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.location,"321, 26",FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.type,0,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.Visible,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.name,Not used,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.location,"321, 42",FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.type,0,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.Visible,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.name,Not used,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.location,"321, 58",FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.type,0,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.Visible,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.name,Not used,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.location,"321, 74",FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.type,0,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.Visible,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.name,Not used,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.location,"321, 90",FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.type,0,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.Visible,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.name,Not used,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.location,"321, 106",FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.type,0,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.Visible,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.name,Not used,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.location,"321, 122",FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.hasLowCheck,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.lowcheck,0,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.lowcheckID,0,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.name,FWS L,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.visible,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.highsensitivity,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.color,Black,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.SyncPulseValue,-1,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.hasI2CPMTLevel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.CytoSenseOpticalUnitProperty,0,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.LaserColor,0,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.LaserColorName,Undefined laser,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.DualFocus,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.PMTLevel_id,0,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.PMTLevel_min,0,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.PMTLevel_max,0,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.Channel_Type,2,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.Description,FWS L,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.IsFilteredLFChannel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.IsHFplusLFchannel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.LF_HardwareChannelIndex,-1,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.HF_HardwareChannelIndex,-1,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.hasLowCheck,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.lowcheck,0,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.lowcheckID,0,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS L,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.name,FWS R,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS R,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.visible,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS R,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.highsensitivity,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS R,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.color,Black,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS R,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.SyncPulseValue,-1,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS R,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.hasI2CPMTLevel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS R,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.CytoSenseOpticalUnitProperty,0,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS R,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.LaserColor,0,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS R,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.LaserColorName,Undefined laser,FALSE,FALSE,FALSE,FALSE,FALSE,Channel descriptions - FWS R,
