path,name,example_value,type,transform,MIO=keep in EcoTaxa,Lotty=keep in EcoTaxa,CEFAS=keep in EcoTaxa,SYKE=keep in EcoTaxa,LOG =keep in EcoTaxa,explanation,Comments,bioODV.subject,bioODV.object,bioODV.units
instrument.measurementSettings.CytoSettings.CytoSettings.iif.ExposureTime,ExposureTime,0,[f],None,True,True,TRUE,True,False,exposure time,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.framerate,framerate,50,[f],None,True,True,TRUE,True,False,framerate ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CamPowerThroughUSB,CamPowerThroughUSB,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Technical setting for older cameras.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.BitDepth,BitDepth,0,[f],None,False,False,FALSE,False,False,"Not used, all images used 8Bit greyscale.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.BigParticleThreshold,BigParticleThreshold,1000,[f],None,False,False,FALSE,False,False,"Minimum size in samples to be a big partical, 1000 samples is approx 500 micrometer.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Camera.BootLoadVersion,BootLoadVersion,nan,[f],None,False,False,FALSE,False,False,Firmware information on the camera,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Camera.CameraName,CameraName,PixeLINK PL-D722MU-BL,[t],None,True,True,TRUE,True,False,camera name,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Camera.Description,Description,PixeLINK PL-D722MU-BL - Mono,[t],None,True,True,TRUE,True,False,camera description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Camera.FirmwareVersion,FirmwareVersion,20.00.10.00,[t],None,True,True,TRUE,True,False,Camera.FirmwareVersion,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Camera.FpgaVersion,FpgaVersion,F0.20.00.09,[t],None,True,True,TRUE,True,False,FpgaVersion,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Camera.LensDescription,LensDescription,nan,[f],None,False,False,FALSE,True,False,Camera lens description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Camera.ModelName,ModelName,D3011,[t],None,True,True,TRUE,True,False,Camera model name,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Camera.SerialNumber,SerialNumber,722002275,[f],None,True,True,?,True,False,Camera serial number,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Camera.VendorName,VendorName,PixeLINK,[t],None,True,True,FALSE,True,False,Vendor name,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Camera.XmlVersion,XmlVersion,nan,[f],None,False,False,FALSE,False,False,"Some setting the camera reports, I also do not know what it means.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.SensorWidth,SensorWidth,1920,[f],None,False,False,FALSE,False,False,CameraFeatures.SensorWidth,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.SensorHeight,SensorHeight,1200,[f],None,False,False,FALSE,False,False,CameraFeatures.SensorHeight,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.BrightnessSupported,BrightnessSupported,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,BrightnessSupported,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.BrightnessMin,BrightnessMin,0,[f],None,False,False,FALSE,False,False,BrightnessMin,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.BrightnessMax,BrightnessMax,0,[f],None,False,False,FALSE,False,False,BrightnessMax,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.AvailableGainFactors1,AvailableGainFactors1,0,[f],None,False,False,FALSE,False,False,The total number of Gain settings the camera supports.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.RoiRanges.LeftMin,LeftMin,0,[f],None,False,False,FALSE,False,False,RoiRanges.LeftMin,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.RoiRanges.LeftMax,LeftMax,1888,[f],None,False,False,FALSE,False,False,RoiRanges.LeftMax,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.RoiRanges.TopMin,TopMin,0,[f],None,False,False,FALSE,False,False,RoiRanges.TopMin,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.RoiRanges.TopMax,TopMax,1192,[f],None,False,False,FALSE,False,False,RoiRanges.TopMax,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.RoiRanges.WidthMin,WidthMin,32,[f],None,False,False,FALSE,False,False,RoiRanges.WidthMin,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.RoiRanges.WidthMax,WidthMax,1920,[f],None,False,False,FALSE,False,False,RoiRanges.WidthMax,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.RoiRanges.HeightMin,HeightMin,8,[f],None,False,False,FALSE,False,False,RoiRanges.HeightMin,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.RoiRanges.HeightMax,HeightMax,1200,[f],None,False,False,FALSE,False,False,RoiRanges.HeightMax,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.PixelPitch,PixelPitch,"4,8",[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,PixelPitch,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraFeatures.FlashDelay_mus,FlashDelay_mus,0,[f],None,False,False,FALSE,False,False,Flash delay (in µs),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.dBGain,dBGain,"1,14",[d],"[extract_date_utc,extract_time_utc]",False,True,FALSE,False,False,Camera gain settings used.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.opticalMagnification,opticalMagnification,16,[f],None,True,True,TRUE,True,False,optical magnification,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.FlashDurationCount,FlashDurationCount,8,[f],None,False,True,FALSE,False,False,"Duration of the flash, in steps of approx. nano seconds.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.TargetPosition,TargetPosition,"0, 0",[t],None,False,False,FALSE,False,False,"Location in the image where the particle is expected to be, usually the center",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.FactoryTargetPosition,FactoryTargetPosition,"0, 0",[t],None,False,False,FALSE,False,False,"Location in the image where the particle is expected to be, usually the center",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.ImageScaleMuPerPixelP,ImageScaleMuPerPixelP,"0,3",[t],None,True,True,TRUE,True,False,Micron per pixel,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.EnableOverrideMuPerPixel,EnableOverrideMuPerPixel,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,True,FALSE,False,False,Not used in CytoUsb.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.AllwaysTakeLargerParticlePictures,AllwaysTakeLargerParticlePictures,TRUE,[b],"lambda v: ""true"" if v else ""false""",True,True,FALSE,False,False,"This is also in the protocol settings, this one is not used I think. It instructs the hardware to take a picture if the particle is larger then approx. 500 micron. (Serial >= 85)",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.DspCompileDate,DspCompileDate,2001-01-01 00:00:00,[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,"Instruments before CS-2017-85 have a seperate Digital Signal Processor for imaging, these settings are for this extra DSP board.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.DSPRecognizeString,DSPRecognizeString,Prolific USB-to-Serial Comm Port (COM,[t],None,False,False,FALSE,False,False,"Instruments before CS-2017-85 have a seperate Digital Signal Processor for imaging, these settings are for this extra DSP board.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.DSPRS232FTDICode,DSPRS232FTDICode,nan,[f],None,False,False,FALSE,False,False,"Instruments before CS-2017-85 have a seperate Digital Signal Processor for imaging, these settings are for this extra DSP board.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.DSPUseFTDICodeForRecognition,DSPUseFTDICodeForRecognition,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,"Instruments before CS-2017-85 have a seperate Digital Signal Processor for imaging, these settings are for this extra DSP board.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.Vref_V,Vref_V,"2,5",[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,Unused,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.Vref_byte,Vref_byte,0,[f],None,False,False,FALSE,False,False,Unused,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.TabSettingsFilePath,TabSettingsFilePath,nan,[f],None,False,False,FALSE,False,False,File path for storing datafiles.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.MaximumBuoyLifeTime,MaximumBuoyLifeTime,-1,[f],None,False,False,FALSE,False,False,Unused,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.BuoyLifeTime,BuoyLifeTime,0,[f],None,False,False,FALSE,False,False,nan,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableLoggin,EnableLoggin,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Unused,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableExternalLogging,EnableExternalLogging,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Unused,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableClearLogBeforeMeasurement,EnableClearLogBeforeMeasurement,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Unused,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableHardwareConcentration,EnableHardwareConcentration,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,"Flag to use a specific bit of old electronics for hardware concentration, NOT used anymore.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableAutoDeviceDetect,EnableAutoDeviceDetect,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Not used,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableVoice,EnableVoice,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,enable voice ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableAutoPowerSave,EnableAutoPowerSave,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,enable power saving mode,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.PowerSaveLeaveBlowerOn,PowerSaveLeaveBlowerOn,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,power save leave blower on,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableAutoShutdownScheduleMode,EnableAutoShutdownScheduleMode,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,EnableAutoShutdownScheduleMode,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableBackFlushScheduleMode,EnableBackFlushScheduleMode,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,EnableBackFlushScheduleMode,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableStopPumps,EnableStopPumps,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,EnableStopPumps,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableCompressIIFImages,EnableCompressIIFImages,TRUE,[b],"lambda v: ""true"" if v else ""false""",True,True,FALSE,True,False,EnableCompressIIFImages,I do not understand exactly what will be the impact,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableSaveUnmatchedIIFFoto,EnableSaveUnmatchedIIFFoto,FALSE,[b],"lambda v: ""true"" if v else ""false""",True,True,FALSE,True,False,EnableSaveUnmatchedIIFFoto (unmatched with pulse shapes),I do not understand exactly what will be the impact,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableExternalTrigger,EnableExternalTrigger,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,hardware options to enable,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableGVModule,EnableGVModule,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,hardware options to enable,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableIIFCamera,EnableIIFCamera,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,IIfF camera enabled (redundant?),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableWaterDetectionAlert,EnableWaterDetectionAlert,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,hardware options to enable,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableSubmode,EnableSubmode,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,hardware options to enable,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableShallowSubMode,EnableShallowSubMode,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,hardware options to enable,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableSeperateUSBProgram,EnableSeperateUSBProgram,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,hardware options to enable,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableWarmingUp,EnableWarmingUp,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,hardware options to enable,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableDepthTrigger,EnableDepthTrigger,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,hardware options to enable,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.DisableResetDSP,DisableResetDSP,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,hardware options to enable,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableExternalPump,EnableExternalPump,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,hardware options to enable,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableExternalPinchValve,EnableExternalPinchValve,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,hardware options to enable,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableContinuMode,EnableContinuMode,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,hardware options to enable,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalSheathMode,ExternalSheathMode,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,external sheath mode,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableCameraBackgroundCalibration,EnableCameraBackgroundCalibration,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,EnableCameraBackgroundCalibration,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableDetectorNoiseLevelDetection,EnableDetectorNoiseLevelDetection,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,nan,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableMultiSampler,EnableMultiSampler,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,hardware options to enable,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.OffsetInternalTemperature,OffsetInternalTemperature,0,[f],None,False,False,FALSE,False,False,offset settings - temperature,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.OffsetInternalVoltage,OffsetInternalVoltage,0,[f],None,False,False,FALSE,False,False,offset settings - voltage,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.OffsetPressure,OffsetPressure,0,[f],None,False,False,FALSE,False,False,offset settings - pressure,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.HWCIntervalText,HWCIntervalText,6000,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.RealTimeDataViewTimerIntervalText,RealTimeDataViewTimerIntervalText,500,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SeperateConcentrationText,SeperateConcentrationText,1,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.AutoPowerSafeTime,AutoPowerSafeTime,300,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CheckIfEverythingIsOkTimerTextBox,CheckIfEverythingIsOkTimerTextBox,3,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.LaserWarmingUpTime,LaserWarmingUpTime,120,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.FlushTime,FlushTime,50,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.TriggerDepth,TriggerDepth,0,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.MaxTimeOut,MaxTimeOut,0,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.FlushATime,FlushATime,10,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.FlushBTime,FlushBTime,0,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CleaningFromSource1,CleaningFromSource1,30,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CleaningFromSource2,CleaningFromSource2,180,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CleaningFromSource3,CleaningFromSource3,420,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.FillingLoopTime,FillingLoopTime,15,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SampleToInjectorTime,SampleToInjectorTime,45,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.PressurizingTime,PressurizingTime,9,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasGPS,hasGPS,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.enableGPS,enableGPS,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.baudGPS,baudGPS,9600,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.comPortGPS,comPortGPS,6,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.GpsSource,GpsSource,1,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.GpsUdpPortNumber,GpsUdpPortNumber,8500,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.GpsWarnAge,GpsWarnAge,00:02:00,[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.GpsErrorAge,GpsErrorAge,00:05:00,[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.MinimumSampleChamberRefreshInterval,MinimumSampleChamberRefreshInterval,00:00:00,[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalPumpTime,ExternalPumpTime,120,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalPumpTime_OverlapWithNormalFlush,ExternalPumpTime_OverlapWithNormalFlush,0,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasDualLaserDistance,hasDualLaserDistance,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasSoftwareSubstractsLaserChannels,hasSoftwareSubstractsLaserChannels,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.type,type,8,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.Visible,Visible,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.name,name,Bypass PinchValve,[t],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.location,location,"321, 10",[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.type,type,0,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.Visible,Visible,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.name,name,Not used,[t],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.location,location,"321, 26",[t],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.type,type,0,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.Visible,Visible,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.name,name,Not used,[t],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.location,location,"321, 42",[t],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.type,type,0,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.Visible,Visible,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.name,name,Not used,[t],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.location,location,"321, 58",[t],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.type,type,0,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.Visible,Visible,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.name,name,Not used,[t],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.location,location,"321, 74",[t],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.type,type,0,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.Visible,Visible,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.name,name,Not used,[t],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.location,location,"321, 90",[t],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.type,type,0,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.Visible,Visible,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.name,name,Not used,[t],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.location,location,"321, 106",[t],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.type,type,0,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.Visible,Visible,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.name,name,Not used,[t],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.digitalOutputs.location,location,"321, 122",[t],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.hasLowCheck,hasLowCheck,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.lowcheck,lowcheck,0,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.lowcheckID,lowcheckID,0,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.name,name,FWS L,[t],None,False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.visible,visible,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.highsensitivity,highsensitivity,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.color,color,Black,[t],None,False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.SyncPulseValue,SyncPulseValue,-1,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.hasI2CPMTLevel,hasI2CPMTLevel,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
